Date;Class;lat;long
03.05.1988;12.600;42.400;47.800
03.05.1988;12.600;42.300;47.800
03.05.1988;9.600;42.300;47.770
03.05.1988;8.700;42.350;47.750
03.05.1988;13.600;42.230;47.730
03.05.1988;9.100;42.300;47.700
03.05.1988;9.700;42.400;47.750
03.05.1988;9.800;42.330;47.770
03.05.1988;10.000;42.330;47.770
03.05.1988;11.600;42.270;47.700
03.05.1988;9.700;42.370;47.810
03.05.1988;9.000;42.350;47.710
03.05.1988;8.700;42.370;47.770
03.05.1988;8.700;42.400;47.750
03.05.1988;9.800;42.310;47.700
03.05.1988;8.300;42.400;47.770
03.05.1988;9.800;42.230;47.770
04.05.1988;11.500;42.250;47.670
04.05.1988;8.500;42.350;47.750
04.05.1988;8.100;42.250;47.670
04.05.1988;11.300;42.450;47.870
04.05.1988;8.100;42.300;46.700
04.05.1988;8.500;42.350;47.830
04.05.1988;8.300;42.330;47.800
04.05.1988;8.400;42.400;47.750
04.05.1988;8.200;42.330;47.700
04.05.1988;8.300;42.250;47.800
04.05.1988;8.000;42.250;47.800
04.05.1988;7.100;41.050;48.200
04.05.1988;7.100;41.100;48.200
04.05.1988;9.000;42.400;47.800
04.05.1988;8.000;42.250;47.800
04.05.1988;10.500;42.330;47.800
04.05.1988;9.000;42.370;47.700
05.05.1988;8.000;42.230;47.800
05.05.1988;8.100;42.260;47.800
05.05.1988;8.500;42.250;47.700
05.05.1988;9.500;42.300;47.700
05.05.1988;9.400;42.360;47.700
06.05.1988;8.500;42.330;47.700
06.05.1988;9.400;42.330;47.700
07.05.1988;9.000;42.260;47.730
07.05.1988;7.800;42.200;45.520
07.05.1988;9.600;42.320;47.770
07.05.1988;8.200;42.300;47.700
09.05.1988;8.600;42.320;47.700
10.05.1988;8.700;41.930;47.750
10.05.1988;8.200;42.250;47.800
10.05.1988;8.600;42.250;47.700
10.05.1988;8.200;42.250;47.700
11.05.1988;8.200;42.230;47.700
11.05.1988;7.400;42.260;47.750
11.05.1988;7.700;42.330;47.820
14.05.1988;8.300;42.300;47.700
14.05.1988;8.000;42.210;47.710
14.05.1988;9.000;42.260;47.730
14.05.1988;8.800;42.300;47.700
14.05.1988;8.200;42.300;47.800
15.05.1988;9.600;42.320;47.770
15.05.1988;8.600;42.350;47.800
17.05.1988;10.300;41.280;46.130
19.05.1988;7.500;42.930;47.200
22.05.1988;8.000;41.630;46.300
23.05.1988;8.300;42.330;47.750
24.05.1988;10.400;42.340;45.650
24.05.1988;7.400;43.130;47.660
24.05.1988;9.000;42.350;45.620
26.05.1988;8.800;41.070;46.980
28.05.1988;10.300;42.370;47.870
29.05.1988;8.800;42.300;47.750
29.05.1988;10.100;42.330;47.750
29.05.1988;10.000;42.300;47.750
29.05.1988;8.200;42.330;47.750
29.05.1988;9.500;42.330;47.750
29.05.1988;8.200;42.330;47.750
29.05.1988;8.400;42.330;47.750
29.05.1988;9.600;42.300;47.770
31.05.1988;8.500;42.330;47.720
31.05.1988;8.600;42.330;47.720
01.06.1988;8.600;42.310;47.700
01.06.1988;7.200;42.670;47.100
03.06.1988;6.900;42.850;46.400
04.06.1988;7.100;41.800;46.500
04.06.1988;7.700;41.350;45.750
04.06.1988;8.400;42.370;47.700
05.06.1988;8.200;42.800;46.930
06.06.1988;7.200;42.850;46.400
09.06.1988;8.000;42.300;47.760
09.06.1988;6.800;42.700;46.850
09.06.1988;7.000;41.950;45.570
10.06.1988;8.300;42.350;47.200
11.06.1988;7.500;43.130;46.730
12.06.1988;7.500;42.170;45.650
12.06.1988;7.800;42.200;47.850
12.06.1988;7.800;41.850;46.670
15.06.1988;7.600;41.780;45.680
16.06.1988;9.400;41.100;48.720
16.06.1988;7.600;42.300;47.700
16.06.1988;8.100;42.330;47.700
17.06.1988;7.700;41.170;46.480
17.06.1988;8.000;41.200;47.200
18.06.1988;6.400;41.320;47.720
19.06.1988;11.200;42.350;47.770
23.06.1988;6.500;43.100;46.700
24.06.1988;9.400;42.400;46.500
24.06.1988;9.300;43.100;45.830
26.06.1988;9.100;42.600;47.750
28.06.1988;8.900;43.200;46.570
29.06.1988;8.200;41.800;48.700
29.06.1988;7.800;42.500;46.700
01.07.1988;7.800;42.600;46.650
02.07.1988;7.400;41.420;46.730
02.07.1988;9.200;42.200;45.900
03.07.1988;7.500;42.900;46.830
04.07.1988;9.000;42.830;45.870
05.07.1988;6.600;41.300;47.120
06.07.1988;8.700;42.300;47.760
06.07.1988;8.100;42.200;47.700
06.07.1988;7.800;41.630;46.920
08.07.1988;10.700;41.020;47.450
09.07.1988;9.200;42.870;45.900
11.07.1988;6.600;41.600;46.720
11.07.1988;10.500;42.900;45.470
12.07.1988;7.200;42.000;45.900
13.07.1988;10.100;41.260;45.560
13.07.1988;7.200;41.200;45.500
13.07.1988;0.000;42.330;46.070
13.07.1988;6.800;41.400;45.700
13.07.1988;7.900;42.030;45.920
14.07.1988;7.500;41.530;47.480
14.07.1988;7.900;41.270;45.870
15.07.1988;8.800;41.020;46.750
16.07.1988;10.000;42.950;45.700
16.07.1988;8.100;42.020;45.800
16.07.1988;8.500;42.200;47.670
17.07.1988;7.400;41.900;46.500
18.07.1988;7.400;41.600;47.200
19.07.1988;7.600;41.730;46.430
21.07.1988;9.000;42.350;47.700
22.07.1988;8.800;42.330;47.770
22.07.1988;7.700;42.370;47.700
22.07.1988;7.500;42.230;47.800
24.07.1988;7.300;42.900;46.900
28.07.1988;7.700;41.120;47.100
28.07.1988;9.500;43.200;45.230
29.07.1988;7.000;42.700;46.700
29.07.1988;8.400;41.000;45.800
30.07.1988;6.700;42.700;46.700
01.08.1988;8.000;42.370;47.720
05.08.1988;6.600;41.650;46.670
06.08.1988;7.200;41.030;46.520
07.08.1988;7.300;42.970;47.000
09.08.1988;5.900;41.700;46.700
09.08.1988;6.500;42.370;47.000
11.08.1988;8.000;42.950;47.100
12.08.1988;7.300;41.530;46.130
13.08.1988;8.800;41.400;45.570
14.08.1988;7.400;42.050;45.680
14.08.1988;7.400;42.080;45.680
18.08.1988;7.600;41.780;46.100
19.08.1988;7.500;42.920;46.800
19.08.1988;6.100;41.500;46.800
20.08.1988;6.900;41.320;47.050
20.08.1988;8.600;41.370;48.600
21.08.1988;8.300;41.800;47.670
21.08.1988;7.800;43.000;47.150
22.08.1988;8.100;41.200;46.250
23.08.1988;6.400;41.200;47.300
24.08.1988;7.900;41.200;46.500
24.08.1988;9.000;42.950;45.650
25.08.1988;8.800;42.100;46.250
25.08.1988;8.600;41.600;47.000
28.08.1988;8.300;42.700;47.970
28.08.1988;8.400;42.870;47.900
30.08.1988;8.000;41.900;46.520
30.08.1988;7.000;42.030;46.000
30.08.1988;9.000;43.100;47.000
30.08.1988;7.000;42.030;46.000
01.09.1988;7.800;41.280;45.900
01.09.1988;8.300;42.130;45.600
02.09.1988;8.200;42.300;47.830
03.09.1988;8.000;41.580;46.970
03.09.1988;7.200;41.150;47.250
03.09.1988;10.000;42.900;45.300
05.09.1988;7.300;41.150;47.250
07.09.1988;7.100;42.780;45.500
08.09.1988;7.700;42.930;46.900
11.09.1988;8.100;41.750;46.600
12.09.1988;8.000;41.300;48.200
18.09.1988;7.600;41.080;48.730
22.09.1988;8.300;42.630;46.270
26.09.1988;6.500;41.080;46.920
26.09.1988;8.500;43.170;46.100
27.09.1988;9.800;42.250;48.000
27.09.1988;7.200;41.300;45.500
27.09.1988;6.900;41.300;45.500
28.09.1988;7.300;41.670;48.430
28.09.1988;9.000;42.230;47.780
28.09.1988;8.000;43.170;46.700
30.09.1988;9.500;42.330;47.750
01.10.1988;7.900;41.350;45.520
01.10.1988;10.500;42.970;47.700
01.10.1988;7.100;41.330;45.520
01.10.1988;6.100;41.200;45.500
03.10.1988;9.300;42.870;46.330
04.10.1988;8.900;42.970;46.400
04.10.1988;7.100;41.250;45.500
05.10.1988;7.600;41.850;46.230
06.10.1988;7.300;42.900;46.470
07.10.1988;7.200;41.950;46.180
08.10.1988;8.600;41.950;46.100
09.10.1988;9.400;41.970;46.200
09.10.1988;8.600;41.950;46.100
09.10.1988;6.400;41.200;45.600
10.10.1988;10.100;41.380;45.520
11.10.1988;7.000;42.970;47.070
12.10.1988;10.000;42.150;48.970
14.10.1988;7.200;41.300;46.200
16.10.1988;9.200;42.120;48.850
17.10.1988;7.300;42.950;46.900
23.10.1988;7.200;41.400;47.700
24.10.1988;6.600;41.730;46.550
25.10.1988;7.200;42.950;47.030
25.10.1988;7.200;43.000;47.010
25.10.1988;11.200;42.100;48.000
27.10.1988;6.700;41.480;47.100
30.10.1988;9.600;43.000;47.000
31.10.1988;11.000;41.550;46.720
01.11.1988;6.100;42.900;47.000
01.11.1988;7.000;41.080;47.480
02.11.1988;7.700;41.120;47.480
03.11.1988;6.500;42.900;46.850
03.11.1988;7.700;41.150;46.750
03.11.1988;9.000;41.000;47.500
03.11.1988;8.000;41.080;47.420
03.11.1988;6.300;41.100;47.500
04.11.1988;6.400;41.370;46.100
06.11.1988;7.300;41.000;47.370
06.11.1988;8.700;42.950;46.960
08.11.1988;7.500;42.870;46.830
08.11.1988;6.700;42.950;46.900
12.11.1988;8.500;42.200;47.830
15.11.1988;6.300;41.200;46.200
21.11.1988;6.900;41.900;46.000
22.11.1988;9.000;42.200;48.000
23.11.1988;8.500;42.360;46.100
23.11.1988;8.000;41.780;46.520
23.11.1988;8.500;43.500;46.250
23.11.1988;8.300;43.320;46.200
23.11.1988;6.500;42.860;46.930
24.11.1988;7.300;43.000;47.070
24.11.1988;9.500;42.930;45.800
24.11.1988;9.100;41.300;47.700
24.11.1988;9.200;42.300;47.700
24.11.1988;7.900;42.260;47.750
26.11.1988;7.600;42.650;46.700
26.11.1988;7.000;42.900;47.100
27.11.1988;6.800;42.950;47.050
28.11.1988;9.200;42.950;47.100
28.11.1988;8.300;42.000;48.800
30.11.1988;10.500;42.400;46.500
30.11.1988;11.500;42.400;46.370
01.12.1988;8.500;42.910;45.800
01.12.1988;6.500;42.930;46.930
02.12.1988;10.000;42.260;47.700
02.12.1988;9.800;42.260;47.820
04.12.1988;8.000;42.800;46.250
04.12.1988;7.300;42.950;46.920
06.12.1988;8.000;43.200;47.200
06.12.1988;7.700;42.830;46.400
11.12.1988;7.300;41.430;45.930
13.12.1988;6.700;42.900;46.950
15.12.1988;7.000;43.000;46.500
15.12.1988;7.000;42.730;46.870
18.12.1988;8.100;41.300;49.000
18.12.1988;9.900;41.220;48.950
18.12.1988;7.000;42.700;46.820
19.12.1988;8.200;43.000;46.830
21.12.1988;8.800;42.450;45.630
21.12.1988;7.400;41.600;47.800
21.12.1988;8.800;42.450;45.630
23.12.1988;7.900;41.900;48.100
23.12.1988;7.700;42.700;46.950
25.12.1988;8.500;41.760;46.160
25.12.1988;8.200;41.780;46.150
27.12.1988;8.000;43.200;46.400
28.12.1988;7.000;43.100;46.400
28.12.1988;7.500;41.300;48.400
28.12.1988;7.500;41.200;48.800
29.12.1988;7.300;41.100;49.000
02.01.1989;8.500;42.750;48.100
04.01.1989;7.800;42.900;46.500
10.01.1989;7.000;42.930;46.900
10.01.1989;6.500;42.900;47.000
12.01.1989;8.500;42.830;48.000
12.01.1989;10.800;42.850;48.000
13.01.1989;8.900;42.800;47.930
15.01.1989;10.200;42.900;48.000
17.01.1989;7.700;41.830;47.250
18.01.1989;8.500;43.320;46.090
21.01.1989;7.300;42.600;46.630
22.01.1989;8.900;43.530;46.170
22.01.1989;8.500;42.830;45.930
26.01.1989;8.400;41.750;48.750
26.01.1989;8.500;41.090;48.350
29.01.1989;8.700;42.670;46.100
30.01.1989;6.800;42.930;46.870
03.02.1989;7.600;42.800;46.830
03.02.1989;7.700;41.700;47.530
04.02.1989;7.600;42.800;46.830
05.02.1989;6.400;42.760;46.800
05.02.1989;6.800;42.950;46.800
08.02.1989;8.200;42.870;45.730
08.02.1989;8.200;42.870;45.730
09.02.1989;10.700;41.630;48.800
09.02.1989;6.700;42.830;46.350
12.02.1989;8.600;42.300;47.730
16.02.1989;6.700;42.730;46.820
21.02.1989;9.000;43.300;45.200
22.02.1989;9.500;43.130;45.100
22.02.1989;8.700;43.230;45.200
25.02.1989;7.300;42.700;46.850
26.02.1989;9.400;42.200;46.000
27.02.1989;7.300;42.930;47.130
04.03.1989;8.800;42.900;45.950
05.03.1989;7.500;41.630;45.770
06.03.1989;9.000;41.970;46.100
10.03.1989;9.700;41.870;48.100
13.03.1989;6.500;42.950;46.900
13.03.1989;7.000;42.730;46.400
17.03.1989;6.500;42.830;46.870
17.03.1989;8.400;42.950;45.950
18.03.1989;7.500;42.500;46.200
18.03.1989;8.000;42.770;46.800
20.03.1989;8.600;41.300;48.300
20.03.1989;7.500;43.050;47.050
20.03.1989;7.500;43.300;46.350
21.03.1989;7.200;43.130;47.400
24.03.1989;8.300;42.450;45.800
27.03.1989;6.400;42.750;46.830
28.03.1989;7.500;42.730;46.730
07.04.1989;11.200;42.000;47.870
07.04.1989;10.000;41.670;45.670
09.04.1989;6.900;41.330;46.330
13.04.1989;12.000;41.680;45.620
13.04.1989;8.600;41.700;45.670
13.04.1989;7.400;41.700;45.680
13.04.1989;8.200;41.150;45.700
16.04.1989;7.000;43.050;46.400
16.04.1989;8.700;42.600;48.030
17.04.1989;7.600;41.620;45.550
18.04.1989;6.300;42.960;46.820
22.04.1989;7.300;42.980;47.300
22.04.1989;8.500;42.980;46.870
22.04.1989;8.800;43.000;47.250
23.04.1989;7.700;41.680;46.070
24.04.1989;8.100;42.980;46.830
24.04.1989;8.400;41.870;47.600
27.04.1989;10.000;42.850;46.920
27.04.1989;6.700;42.830;46.950
04.05.1989;7.000;42.630;47.100
08.05.1989;7.500;42.900;46.500
08.05.1989;6.600;42.900;46.500
09.05.1989;8.300;42.800;45.600
10.05.1989;9.100;43.070;46.470
11.05.1989;7.100;43.200;47.070
11.05.1989;6.500;42.970;46.900
11.05.1989;7.500;41.170;46.730
11.05.1989;8.700;41.150;46.770
12.05.1989;7.500;41.400;45.850
12.05.1989;7.500;43.000;47.150
16.05.1989;8.600;41.850;46.800
17.05.1989;7.500;42.600;46.150
20.05.1989;6.500;42.930;46.800
20.05.1989;6.500;42.920;46.800
22.05.1989;7.000;42.050;47.100
24.05.1989;7.500;42.630;47.100
24.05.1989;8.500;42.900;47.000
26.05.1989;8.800;42.600;45.100
26.05.1989;8.500;42.030;46.100
26.05.1989;8.500;42.050;46.100
01.06.1989;7.100;43.000;47.750
05.06.1989;8.800;41.670;48.600
06.06.1989;0.000;42.600;48.330
07.06.1989;0.000;42.230;45.530
08.06.1989;9.100;42.520;46.580
09.06.1989;7.400;41.830;47.600
11.06.1989;7.500;42.930;47.000
12.06.1989;8.300;41.750;47.900
12.06.1989;8.500;42.430;48.300
13.06.1989;6.700;42.670;47.360
14.06.1989;7.500;42.900;47.150
14.06.1989;5.900;42.700;46.960
18.06.1989;7.500;41.700;45.670
19.06.1989;8.400;42.700;46.930
20.06.1989;7.500;43.150;47.530
21.06.1989;8.100;42.100;48.000
22.06.1989;7.500;42.100;46.570
25.06.1989;7.600;43.030;47.150
26.06.1989;8.000;42.970;47.080
01.07.1989;7.700;41.980;45.930
01.07.1989;8.300;41.720;48.670
01.07.1989;8.200;41.820;46.170
01.07.1989;11.500;42.250;45.400
01.07.1989;9.000;42.200;45.450
01.07.1989;8.500;42.250;45.450
03.07.1989;10.300;41.870;46.200
03.07.1989;8.200;41.900;45.200
04.07.1989;7.800;41.020;48.350
05.07.1989;9.400;42.150;45.630
05.07.1989;7.700;41.100;45.800
06.07.1989;7.300;41.180;48.730
06.07.1989;9.500;41.100;47.970
06.07.1989;10.200;41.780;46.220
07.07.1989;7.200;41.300;46.100
07.07.1989;9.200;42.080;45.620
07.07.1989;9.800;41.870;46.130
08.07.1989;8.400;43.180;45.970
09.07.1989;6.700;41.500;46.300
09.07.1989;9.000;43.170;45.830
10.07.1989;9.500;43.070;45.800
11.07.1989;8.700;42.230;45.900
18.07.1989;7.500;42.900;46.870
21.07.1989;8.400;41.950;45.620
22.07.1989;7.100;41.400;48.800
22.07.1989;11.000;42.730;45.800
23.07.1989;10.500;42.950;46.930
23.07.1989;6.000;42.900;46.850
23.07.1989;8.500;43.000;47.000
23.07.1989;7.700;41.400;46.500
24.07.1989;8.700;42.980;45.620
25.07.1989;7.000;41.800;46.400
25.07.1989;7.500;41.970;46.500
28.07.1989;5.900;41.000;48.200
30.07.1989;6.500;42.770;46.580
30.07.1989;7.700;41.950;46.430
01.08.1989;6.500;41.000;46.600
02.08.1989;6.600;42.880;46.850
03.08.1989;13.100;43.420;45.250
03.08.1989;10.800;43.350;45.200
03.08.1989;10.300;43.350;45.200
03.08.1989;10.300;43.350;45.200
04.08.1989;12.000;43.500;45.150
04.08.1989;7.600;41.570;46.130
05.08.1989;8.100;42.500;46.500
05.08.1989;6.000;41.180;48.450
06.08.1989;8.800;42.330;47.730
06.08.1989;7.100;42.830;46.970
06.08.1989;6.000;41.700;46.550
07.08.1989;7.300;42.900;47.000
07.08.1989;6.700;42.900;47.000
08.08.1989;6.100;42.900;46.800
08.08.1989;6.200;42.910;46.810
08.08.1989;8.800;41.900;47.900
09.08.1989;8.500;41.100;46.060
10.08.1989;8.500;42.970;47.070
11.08.1989;7.100;42.900;46.900
12.08.1989;9.800;42.330;46.450
13.08.1989;11.500;42.970;45.900
14.08.1989;6.300;42.900;46.800
15.08.1989;6.900;41.000;48.500
15.08.1989;6.700;41.050;48.550
16.08.1989;7.300;41.000;48.570
17.08.1989;8.400;41.000;47.370
17.08.1989;8.500;43.530;45.730
20.08.1989;8.700;43.170;46.400
24.08.1989;6.800;41.800;48.900
26.08.1989;6.200;41.500;46.200
28.08.1989;8.100;41.600;48.170
28.08.1989;8.800;43.130;47.700
01.09.1989;8.500;42.300;47.730
02.09.1989;8.200;42.500;45.470
02.09.1989;6.700;42.850;46.950
02.09.1989;7.400;41.070;45.500
03.09.1989;9.500;42.760;46.500
05.09.1989;9.300;43.030;45.130
05.09.1989;9.000;42.950;45.100
06.09.1989;8.000;42.700;45.400
06.09.1989;7.000;42.830;47.030
07.09.1989;8.000;41.200;48.200
08.09.1989;8.800;43.300;46.670
08.09.1989;12.000;43.200;46.700
08.09.1989;7.500;43.230;46.700
08.09.1989;7.900;41.270;47.280
09.09.1989;8.900;42.770;45.570
09.09.1989;10.000;41.130;47.520
09.09.1989;6.700;42.970;47.030
11.09.1989;9.100;42.280;47.770
11.09.1989;7.600;43.200;46.580
12.09.1989;7.500;43.200;46.650
14.09.1989;8.300;43.060;47.300
15.09.1989;8.400;41.780;46.020
17.09.1989;7.300;41.000;47.800
19.09.1989;8.400;42.030;47.330
19.09.1989;8.500;41.000;46.350
22.09.1989;7.000;41.100;48.900
25.09.1989;7.400;41.270;48.080
25.09.1989;8.300;43.130;45.670
26.09.1989;7.700;42.170;46.150
26.09.1989;9.300;41.630;47.530
27.09.1989;8.200;42.100;45.820
27.09.1989;7.500;41.300;48.000
28.09.1989;8.400;41.300;45.500
28.09.1989;8.500;42.030;47.470
28.09.1989;7.800;42.150;45.620
29.09.1989;7.900;41.100;49.000
01.10.1989;9.000;42.030;47.270
03.10.1989;9.800;42.130;45.700
05.10.1989;7.000;42.900;46.900
06.10.1989;7.200;41.100;49.000
07.10.1989;9.000;42.030;47.270
07.10.1989;6.600;42.870;46.950
08.10.1989;6.900;43.000;46.400
09.10.1989;7.700;42.030;46.170
09.10.1989;9.700;42.700;45.600
09.10.1989;9.700;42.400;45.600
09.10.1989;10.000;41.300;47.530
09.10.1989;7.100;41.020;48.800
09.10.1989;7.000;42.870;46.950
09.10.1989;6.700;42.870;46.930
10.10.1989;8.900;41.220;47.620
10.10.1989;9.100;41.210;47.700
10.10.1989;8.400;41.280;47.470
11.10.1989;9.500;42.300;47.720
12.10.1989;6.400;42.950;46.850
13.10.1989;6.700;42.970;46.830
13.10.1989;7.200;41.030;48.850
16.10.1989;7.700;43.200;47.100
18.10.1989;6.800;42.970;46.980
21.10.1989;7.500;41.070;48.450
22.10.1989;7.900;43.200;45.630
23.10.1989;6.100;42.900;46.830
31.10.1989;8.600;43.180;45.950
03.11.1989;9.800;42.150;45.800
03.11.1989;6.200;42.950;47.050
06.11.1989;8.500;43.100;45.800
07.11.1989;8.300;43.480;45.570
09.11.1989;7.700;42.030;46.170
09.11.1989;8.300;42.200;47.970
11.11.1989;7.600;41.270;47.270
18.11.1989;8.300;43.500;46.700
18.11.1989;8.200;42.800;45.970
18.11.1989;7.700;42.800;45.630
20.11.1989;7.400;41.100;47.500
20.11.1989;7.200;43.100;47.350
21.11.1989;7.500;43.050;47.400
21.11.1989;9.300;42.300;47.700
21.11.1989;9.800;42.300;47.900
21.11.1989;8.600;42.200;47.700
24.11.1989;7.500;42.900;47.100
24.11.1989;7.200;42.900;47.100
25.11.1989;8.500;41.600;47.700
25.11.1989;8.500;41.600;47.700
27.11.1989;8.300;42.600;47.700
27.11.1989;6.800;42.900;46.900
28.11.1989;9.800;42.200;49.000
02.12.1989;10.100;41.670;46.300
02.12.1989;8.700;41.080;46.250
02.12.1989;8.400;41.680;46.200
02.12.1989;8.100;41.850;46.300
02.12.1989;7.400;41.400;47.770
02.12.1989;9.200;41.900;47.870
02.12.1989;7.000;41.800;46.000
02.12.1989;7.300;41.730;46.070
03.12.1989;6.100;41.700;46.130
03.12.1989;7.400;42.980;47.200
03.12.1989;7.900;42.850;46.570
03.12.1989;7.300;42.050;45.970
05.12.1989;6.800;41.900;46.070
06.12.1989;9.900;41.920;47.620
07.12.1989;7.000;42.980;47.020
07.12.1989;7.400;41.800;46.100
07.12.1989;7.500;41.700;46.420
07.12.1989;9.200;41.900;47.570
08.12.1989;7.000;42.880;46.650
10.12.1989;6.700;43.000;46.830
12.12.1989;8.700;42.000;46.710
12.12.1989;6.400;42.980;46.850
13.12.1989;8.700;42.000;46.710
15.12.1989;6.200;42.950;47.200
15.12.1989;7.200;42.850;46.500
17.12.1989;11.600;41.710;46.270
17.12.1989;8.700;41.670;46.320
17.12.1989;7.400;41.750;46.350
18.12.1989;7.800;41.800;46.030
19.12.1989;7.000;42.970;46.920
19.12.1989;7.600;42.900;47.600
19.12.1989;8.500;41.770;46.320
20.12.1989;8.300;41.570;48.880
21.12.1989;8.300;41.870;48.130
21.12.1989;9.600;43.600;45.100
21.12.1989;7.800;41.780;46.080
21.12.1989;6.900;41.500;46.300
22.12.1989;5.100;41.100;46.050
22.12.1989;8.200;41.930;48.200
22.12.1989;7.600;42.870;48.200
23.12.1989;9.600;42.470;46.670
23.12.1989;7.500;43.050;47.100
23.12.1989;7.400;42.630;46.950
26.12.1989;8.600;42.930;47.100
26.12.1989;7.200;42.900;47.070
26.12.1989;7.900;41.700;47.650
26.12.1989;7.200;41.830;47.530
27.12.1989;9.000;41.230;47.600
29.12.1989;6.800;42.850;46.950
29.12.1989;6.200;42.710;46.830
30.12.1989;7.700;43.400;46.350
30.12.1989;7.700;41.970;46.200
02.01.1990;8.200;41.820;46.330
03.01.1990;12.000;42.150;48.350
03.01.1990;6.200;41.150;47.420
06.01.1990;10.700;41.170;48.420
08.01.1990;10.500;42.870;45.800
08.01.1990;10.000;42.950;45.300
09.01.1990;8.000;42.970;47.130
10.01.1990;7.000;43.100;46.950
14.01.1990;6.700;42.700;46.350
15.01.1990;6.700;42.900;47.100
17.01.1990;6.700;42.830;46.970
17.01.1990;6.500;42.850;46.930
19.01.1990;10.000;42.370;48.430
20.01.1990;6.500;42.800;47.000
20.01.1990;6.500;42.800;47.000
20.01.1990;8.000;42.400;47.600
20.01.1990;7.900;43.200;46.000
21.01.1990;8.600;42.700;46.800
21.01.1990;7.800;42.700;46.800
24.01.1990;7.800;42.700;46.800
24.01.1990;7.700;42.700;46.800
27.01.1990;7.300;42.950;46.200
27.01.1990;7.300;42.950;46.200
28.01.1990;8.200;41.570;45.630
29.01.1990;8.900;42.000;46.200
30.01.1990;7.000;42.630;46.850
30.01.1990;8.800;43.100;45.800
31.01.1990;8.800;43.100;45.800
03.02.1990;7.700;41.920;46.270
04.02.1990;6.500;42.970;46.800
06.02.1990;8.000;41.630;45.820
07.02.1990;10.300;42.300;47.700
10.02.1990;9.000;43.170;46.200
10.02.1990;7.000;43.070;46.470
11.02.1990;7.000;43.070;46.420
12.02.1990;6.700;42.850;46.970
12.02.1990;7.000;42.850;46.970
12.02.1990;6.600;42.770;47.200
12.02.1990;7.500;41.700;48.030
13.02.1990;8.700;43.030;47.580
13.02.1990;7.400;41.700;47.900
16.02.1990;8.000;42.970;46.970
16.02.1990;7.500;41.200;46.300
17.02.1990;6.300;41.030;48.950
17.02.1990;9.300;42.530;48.020
19.02.1990;9.000;41.700;48.170
20.02.1990;6.900;42.700;46.900
20.02.1990;11.200;42.350;46.450
22.02.1990;8.800;42.130;48.220
22.02.1990;7.500;42.830;46.200
24.02.1990;8.800;43.100;45.100
25.02.1990;7.000;42.650;46.980
25.02.1990;7.800;42.650;46.700
25.02.1990;6.700;42.600;46.800
02.03.1990;7.500;42.850;45.570
02.03.1990;7.800;42.450;48.250
06.03.1990;8.500;43.350;46.600
06.03.1990;7.400;43.300;46.450
06.03.1990;7.400;43.300;46.450
06.03.1990;8.400;43.280;45.850
07.03.1990;8.600;43.370;45.550
08.03.1990;8.800;41.750;46.300
08.03.1990;9.800;42.730;46.300
09.03.1990;7.700;41.820;46.570
09.03.1990;9.000;42.780;46.300
10.03.1990;7.800;41.000;47.780
13.03.1990;8.400;43.070;46.200
14.03.1990;6.500;42.700;46.710
16.03.1990;8.700;42.430;46.150
16.03.1990;8.000;42.470;46.100
16.03.1990;8.800;41.970;47.200
16.03.1990;7.300;42.750;46.910
17.03.1990;7.200;41.700;46.100
17.03.1990;6.300;42.970;46.530
18.03.1990;8.500;41.030;47.900
18.03.1990;6.900;41.020;47.900
21.03.1990;6.400;42.870;46.800
21.03.1990;6.700;41.700;46.370
24.03.1990;9.400;41.910;48.000
24.03.1990;9.400;41.910;48.000
24.03.1990;7.500;42.670;47.000
24.03.1990;7.300;42.570;47.000
24.03.1990;6.500;42.670;46.980
25.03.1990;8.800;42.000;45.660
27.03.1990;6.700;42.950;46.670
27.03.1990;9.200;42.050;45.660
28.03.1990;7.700;42.050;47.000
28.03.1990;9.300;41.900;48.000
29.03.1990;8.200;41.400;48.900
30.03.1990;9.600;42.800;45.900
01.04.1990;7.300;42.900;46.900
02.04.1990;8.400;43.000;45.710
03.04.1990;8.500;43.300;45.370
03.04.1990;8.200;43.100;47.700
05.04.1990;7.500;42.930;47.030
05.04.1990;6.700;42.800;47.070
06.04.1990;8.700;41.530;46.670
09.04.1990;7.400;41.330;48.000
10.04.1990;7.900;42.130;47.080
10.04.1990;6.300;42.900;46.500
13.04.1990;6.700;42.980;46.870
13.04.1990;8.500;42.200;45.600
13.04.1990;5.800;42.710;46.860
14.04.1990;6.300;42.950;46.820
14.04.1990;0.000;42.700;46.850
15.04.1990;7.000;41.170;47.880
16.04.1990;8.100;41.970;48.000
17.04.1990;6.500;42.850;47.030
17.04.1990;6.900;41.180;47.300
17.04.1990;7.600;42.950;47.000
18.04.1990;7.600;42.630;46.870
18.04.1990;6.300;42.650;46.870
25.04.1990;8.200;41.280;47.530
26.04.1990;6.200;42.080;46.120
26.04.1990;6.800;41.730;46.100
26.04.1990;7.400;41.730;46.100
27.04.1990;7.500;42.150;46.870
28.04.1990;7.400;42.650;46.980
30.04.1990;8.500;42.000;46.300
02.05.1990;9.400;42.800;46.570
02.05.1990;8.000;42.800;46.530
02.05.1990;7.000;42.800;46.600
05.05.1990;7.900;41.470;45.850
05.05.1990;6.700;42.950;46.830
06.05.1990;7.600;41.450;47.720
06.05.1990;7.000;41.030;47.680
06.05.1990;7.300;41.080;47.680
07.05.1990;8.400;42.850;46.450
